news_id,title,date,url
47053,"Неделя в Герценовском университете: юбилей музея, развитие филиала в Ташкенте и 95-летие института народов Севера",26 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=47053
47027,«Незабытые имена»: Николай Куковеров — во главе школы с фронтовой закалкой,26 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=47027
47007,Ведущие североведы обозначили перспективные направления научных исследований на ассамблее в РГПУ им. А. И. Герцена,24 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=47007
47003,Герценовские студотряды получили путевки в трудовое лето,23 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=47003
46981,Строительство второй очереди Ташкентского филиала РГПУ им. А. И. Герцена завершится в 2026 году,23 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46981
47004,На конференции в РГПУ им. А. И. Герцена обсудили инновации в методике преподавания русского языка и литературы,23 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=47004
47002,"Институт народов Севера провел для участников педагогической ассамблеи выставки, встречи с писателями и мастер-классы",23 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=47002
46975,От хранилища раритетов до многофункционального центра: музей РГПУ им. А. И. Герцена отмечает 50-летний юбилей,23 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46975
46972,Почти два десятка студентов РГПУ им. А. И. Герцена станут вожатыми летних смен в «Артеке»,23 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46972
46986,Эксперт: Пятилетняя модель образования для географов должна включать фундаментальное ядро и полевые практики,23 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46986
46952,Около ста участников присоединись к семинару РГПУ им. А. И. Герцена по вопросам публикационной деятельности,23 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46952
46950,В Узбекистане создан новый Центр открытого образования,22 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46950
46948,В Герценовском университете стартовала ассамблея к 95-летию института народов Севера,22 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46948
46928,В Узбекистане открылась межрегиональная конференция ректоров,22 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46928
46942,Ассоциация музеев высших учебных заведений Санкт-Петербурга поздравила музей РГПУ им. А. И. Герцена с 50-летием,22 мая 2025,https://www.herzen.spb.ru/news-events/news/?ELEMENT_ID=46942
